Ship name,Year,Month,Day,Latitude,Longitude,Keyed wind direction,Magnetic wind direction,True wind direction,Keyed wind descriptors,Wind descriptors as text,Beaufort wind force,Wind speed (m/s),Keyed air temperature,Converted air temperature (C),Keyed pressure,Converted pressure (hPa)
Macqueen                      ,1824,02,15, 37.0, -15.4,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Atlas 4                       ,1824,03,07, 32.5, -14.4,S         ,180,152,       003,                Calm, 0, 0.0, 7400,23.3,29880,1006.9
Atlas 4                       ,1824,03,08, 32.3, -13.9,NNW       ,337,312,    058015,          Light Wind,  ,    , 7300,22.8,29820,1004.9
Berwickshire                  ,1824,03,10, 38.9, -12.0,WXN       ,281,256,    049015,          Fresh Wind, 6,12.3, 6250,16.9,30490,1029.1
Thomas Coutts                 ,1824,03,24, 38.4, -12.9,NWTSW     ,270,260,    060   ,            Moderate, 4, 6.7, 6200,16.7,30000,1012.5
Lady Melville                 ,1824,03,25, 39.5, -12.5,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6000,15.6,30100,1016.2
Thomas Coutts                 ,1824,03,25, 37.7,  -8.2,VSW       ,   ,   ,       002,              Breeze,  ,    , 5600,13.3,29950,1011.3
Lady Melville                 ,1824,03,26, 36.4, -14.3,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6100,16.1,30000,1012.5
General Harris                ,1824,04,14, 32.6, -11.9,NW        ,315,303,          ,                    ,  ,    , 7100,21.7,30330,1022.3
Castle Huntley                ,1824,04,15, 35.3, -12.5,WXN       ,281,270,    089   ,          Decreasing,  ,    , 6300,17.2,30150,1017.2
General Harris                ,1824,04,15, 33.6,  -8.7,WSW       ,247,233,          ,                    ,  ,    , 6600,18.9,30180,1017.8
Sir David Scott               ,1824,04,15, 35.3, -15.7,NNW       ,337,326,    055002,   Increasing Breeze,  ,    , 6700,19.4,30020,1012.5
Castle Huntley                ,1824,04,16, 35.8,  -8.8,NWXN      ,326,311,    049002,        Fresh Breeze, 5, 9.3, 6700,19.4,30000,1011.9
Sir David Scott               ,1824,04,16, 35.9, -14.7,W         ,270,258,          ,                    ,  ,    , 6600,18.9,29790,1004.9
Sir David Scott               ,1824,04,17, 36.4, -11.8,VNWTW     ,   ,   ,       015,                Wind,  ,    , 6500,18.3,29830,1006.4
Marquis Camden                ,1824,05,11, 36.0, -11.5,SEXE      ,123, 99,          ,                    ,  ,    , 6400,17.8,30500,1029.0
Orwell                        ,1824,05,11, 38.1, -15.0,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6500,18.3,30030,1013.3
Lady Melville                 ,1824,05,11, 35.7, -15.5,SSE       ,157,146,    055   ,          Increasing,  ,    , 6800,20.0,30100,1015.1
William Fairlie               ,1824,05,12, 32.1, -15.4,SE        ,135,123,    060   ,            Moderate, 4, 6.7, 7100,21.7,     ,    
Marquis Camden                ,1824,05,12, 33.8, -11.6,          ,   ,   ,    069002,       Strong Breeze, 6,12.3, 5600,13.3,30000,1012.7
Orwell                        ,1824,05,12, 35.5, -14.4,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 6550,18.6,29780,1004.5
Lady Melville                 ,1824,05,12, 33.6, -13.2,          ,   ,   ,    069002,       Strong Breeze, 6,12.3, 6100,16.1,30000,1012.2
William Fairlie               ,1824,05,13, 32.2, -13.6,NE        , 45, 33,    750015,      Unsettled Wind,  ,    , 7200,22.2,     ,    
Marquis Camden                ,1824,05,13, 34.8,  -9.8,ENE       , 67, 53,          ,                    ,  ,    , 6300,17.2,30200,1018.9
Lady Melville                 ,1824,05,13, 33.9, -12.2,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6800,20.0,30200,1018.3
William Fairlie               ,1824,05,14, 33.8, -10.0,          ,   ,   ,    069002,       Strong Breeze, 6,12.3, 7150,21.9,     ,    
Lady Melville                 ,1824,05,14, 35.4,  -9.2,NNE       , 22,  8,    049002,        Fresh Breeze, 5, 9.3, 6700,19.4,30200,1018.6
Asia 6                        ,1824,06,03, 38.2, -15.6,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6600,18.9,30100,1015.5
Asia 6                        ,1824,06,06, 34.1, -15.6,          ,   ,   ,    058001,           Light Air, 1, 1.0, 7000,21.1,29950,1009.7
Prince Regent                 ,1824,07,03, 39.2, -13.3,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 7000,21.1,30020,1012.6
Prince Regent                 ,1824,07,04, 36.9, -15.0,V         ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7200,22.2,30030,1012.5
General Hewett                ,1824,07,04, 38.7, -14.3,NNW       ,337,315,    060002,     Moderate Breeze, 4, 6.7, 6900,20.6,30420,1026.1
General Hewett                ,1824,07,05, 37.1, -15.4,NW        ,315,293,    055   ,          Increasing,  ,    ,     ,    ,     ,    
Asia 6                        ,1824,07,20, 33.0, -13.8,SSW       ,202,191,          ,                    ,  ,    , 6400,17.8,30120,1015.9
Inglis                        ,1825,04,24, 36.6, -13.8,V         ,   ,   ,    058   ,               Light,  ,    , 6600,18.9,30200,1018.8
Minerva 7                     ,1825,04,27, 38.2, -15.3,NXE       , 11,349,    049002,        Fresh Breeze, 5, 9.3, 6000,15.6,29940,1010.7
Minerva 7                     ,1825,06,17, 33.2,  -8.3,SW        ,225,210,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Thomas Grenville              ,1825,06,21, 37.9, -15.5,NEXN      , 33, 12,    048002,         Fine Breeze, 5, 9.3, 6700,19.4,30000,1012.0
Minerva 7                     ,1825,06,22, 36.4,  -8.7,NEXN      , 33, 11,    049002,        Fresh Breeze, 5, 9.3, 6300,17.2,30230,1020.0
Minerva 7                     ,1825,06,23, 36.6, -12.7,NNW       ,337,313,    055   ,          Increasing,  ,    , 6300,17.2,30040,1013.6
Java                          ,1825,08,04, 37.8, -15.0,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 7400,23.3,30100,1014.8
Java                          ,1825,08,04, 37.8, -15.0,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 7400,23.3,30100,1014.8
Lady Melville                 ,1826,03,25, 38.1, -13.3,V         ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5600,13.3,29520,996.9
Lady Melville                 ,1826,03,26, 35.1, -15.1,NW        ,315,293,    049002,        Fresh Breeze, 5, 9.3, 6000,15.6,29840,1007.0
Lady Melville                 ,1826,03,27, 33.2, -15.9,N         ,360,339,    058001,           Light Air, 1, 1.0, 6100,16.1,30060,1014.2
Lady Melville                 ,1826,03,29, 32.1, -15.8,NEXE      , 56, 35,    058001,           Light Air, 1, 1.0, 6400,17.8,29760,1003.7
Duchess of Athol              ,1826,05,05, 39.3, -14.2,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6450,18.1,29450,993.8
London 14                     ,1826,06,13, 32.2, -15.5,S         ,180,168,    055   ,          Increasing,  ,    , 6500,18.3,30230,1019.5
London 14                     ,1826,06,14, 32.4, -12.7,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6800,20.0,30100,1014.8
General Harris                ,1826,06,15, 34.2, -12.2,SW        ,225,213,          ,                    ,  ,    , 6400,17.8,29900,1008.6
London 14                     ,1826,06,15, 33.6,  -8.4,WSW       ,247,232,          ,                    ,  ,    , 6400,17.8,29950,1010.3
General Harris                ,1826,06,16, 34.6,  -8.5,N         ,360,345,          ,                    ,  ,    , 6400,17.8,30100,1015.4
London 14                     ,1826,06,19, 34.7,  -8.0,SSE       ,157,134,       003,                Calm, 0, 0.0, 5200,11.1,30500,1030.0
London 14                     ,1827,03,22, 32.4, -14.0,SSW       ,202,175,    049002,        Fresh Breeze, 5, 9.3, 6600,18.9,30180,1017.7
Inglis                        ,1827,04,20, 37.5,  -8.3,V         ,   ,   ,    058015,          Light Wind,  ,    , 6400,17.8,29930,1009.9
Canning                       ,1827,04,21, 36.3,  -9.1,NE        , 45, 20,          ,                    ,  ,    , 6600,18.9,29600,998.5
Windsor 2                     ,1827,04,21, 36.2,  -8.8,NE        , 45, 22,          ,                    ,  ,    , 6600,18.9,29600,998.5
Inglis                        ,1827,04,21, 38.1,  -9.8,V         ,   ,   ,    058015,          Light Wind,  ,    , 6300,17.2,29760,1004.3
Canning                       ,1827,04,22, 36.5, -13.2,          ,   ,   ,    067   ,              Steady,  ,    , 6150,16.4,29720,1003.0
Windsor 2                     ,1827,04,22, 36.5, -12.8,NW        ,315,290,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Inglis                        ,1827,04,22, 38.4, -14.1,V         ,   ,   ,       015,                Wind,  ,    , 6000,15.6,29790,1005.6
Atlas 4                       ,1827,04,26, 32.5, -12.6,NXE       , 11,359,    055002,   Increasing Breeze,  ,    , 7100,21.7,30300,1021.3
Atlas 4                       ,1827,04,27, 33.5, -10.4,WNW       ,292,277,    055002,   Increasing Breeze,  ,    , 7300,22.8,30210,1018.2
Atlas 4                       ,1827,04,28, 34.8,  -8.2,NWXW      ,303,288,       015,                Wind,  ,    , 7100,21.7,30130,1015.8
Atlas 4                       ,1827,05,05, 37.2, -13.1,SXW       ,191,166,          ,                    ,  ,    , 5800,14.4,30020,1013.5
Lady Melville                 ,1827,05,23, 32.9, -14.4,S         ,180,152,    055002,   Increasing Breeze,  ,    , 6200,16.7,30200,1018.8
Minerva 7                     ,1827,07,15, 32.4,  -9.8,WNW       ,292,277,          ,                    ,  ,    , 6300,17.2,30280,1021.4
Minerva 7                     ,1827,07,21, 36.8, -11.3,WXS       ,258,234,          ,                    ,  ,    , 5900,15.0,29950,1011.0
Minerva 7                     ,1827,07,22, 36.8, -14.1,ENE       , 67, 40,       003,                Calm, 0, 0.0, 6100,16.1,30000,1012.5
Berwickshire                  ,1828,02,17, 38.2, -15.3,V         ,   ,   ,    069002,       Strong Breeze, 6,12.3,     ,    ,     ,    
Berwickshire                  ,1828,02,18, 38.1, -15.2,SW        ,225,203,       007,           Hurricane,12,35.0,     ,    ,28700,967.8
Berwickshire                  ,1828,02,19, 36.6, -15.4,          ,   ,   ,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Berwickshire                  ,1828,02,20, 35.2, -15.3,NW        ,315,293,    069002,       Strong Breeze, 6,12.3,     ,    ,     ,    
Berwickshire                  ,1828,02,21, 34.0, -15.8,NNW       ,337,316,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Reliance                      ,1828,02,21, 38.5, -12.3,          ,   ,   ,          ,                    ,  ,    , 5750,14.2,29000,979.2
Berwickshire                  ,1828,04,02, 33.9, -13.8,N         ,360,348,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Berwickshire                  ,1828,04,03, 35.3,  -8.9,NEXN      , 33, 18,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Thomas Coutts                 ,1828,04,03, 37.0, -16.0,SE        ,135,113,    049002,        Fresh Breeze, 5, 9.3, 6550,18.6,29600,998.6
Berwickshire                  ,1828,04,08, 37.9,  -9.4,WXN       ,281,256,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Orwell                        ,1828,04,30, 39.6, -14.5,V         ,   ,   ,    058   ,               Light,  ,    , 6350,17.5,30070,1014.9
Orwell                        ,1828,05,02, 38.4, -15.3,NE        , 45, 23,          ,                    ,  ,    , 6400,17.8,30270,1021.5
Orwell                        ,1828,05,03, 37.0, -16.0,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6400,17.8,30360,1024.4
London 14                     ,1828,05,06, 38.1, -14.1,NW        ,315,299,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,30100,1015.7
London 14                     ,1828,05,06, 38.1, -14.1,NW        ,315,299,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,30100,1015.7
London 14                     ,1828,05,07, 36.1, -15.5,VNE       ,   ,   ,          ,                    ,  ,    , 6400,17.8,30200,1018.9
London 14                     ,1828,05,07, 36.1, -15.5,VNE       ,   ,   ,          ,                    ,  ,    , 6400,17.8,30200,1018.9
Thomas Coutts                 ,1828,05,08, 34.7, -15.3,WNWTNNW   ,315,303,       015,                Wind,  ,    , 7000,21.1,29920,1008.8
Thomas Coutts                 ,1828,05,09, 35.2, -12.4,S         ,180,168,    069002,       Strong Breeze, 6,12.3, 6200,16.7,30100,1015.6
Thomas Coutts                 ,1828,05,10, 33.4,  -9.4,SXE       ,168,153,    069002,       Strong Breeze, 6,12.3, 6400,17.8,29950,1010.2
General Harris                ,1828,05,11, 36.8,  -8.2,VENE      ,   ,   ,    058015,          Light Wind,  ,    , 6300,17.2,29700,1002.2
Castle Huntley                ,1828,05,25, 32.0, -11.5,W         ,270,258,    060002,     Moderate Breeze, 4, 6.7, 6600,18.9,29900,1008.3
Prince Regent                 ,1828,05,27, 39.3, -10.7,W         ,270,247,          ,                    ,  ,    , 6350,17.5,29930,1010.1
Lady Melville                 ,1829,01,19, 33.4, -13.5,V         ,   ,   ,    069015,         Strong Wind, 8,19.0, 5900,15.0,29800,1005.6
Lady Melville                 ,1829,01,20, 33.3, -13.3,WXS       ,258,238,    058001,           Light Air, 1, 1.0, 6000,15.6,29680,1001.5
Duchess of Athol              ,1829,01,24, 32.0, -15.8,V         ,   ,   ,          ,                    ,  ,    , 7250,22.5,29950,1009.3
Canning                       ,1829,02,20, 35.3, -15.3,V         ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Canning                       ,1829,02,21, 32.4, -15.9,WXN       ,281,261,    067002,       Steady Breeze, 5, 9.3,     ,    ,     ,    
Atlas 4                       ,1829,03,22, 39.7, -11.8,WSW       ,247,224,    060002,     Moderate Breeze, 4, 6.7,     ,    ,29820,1006.8
Inglis                        ,1829,03,22, 32.1, -14.5,ESE       ,112,100,    060   ,            Moderate, 4, 6.7, 6800,20.0,30290,1021.2
Castle Huntley                ,1829,04,14, 32.6, -14.5,SSE       ,157,130,    067002,       Steady Breeze, 5, 9.3, 6600,18.9,30770,1037.6
Asia 10                       ,1829,06,13, 39.3, -15.4,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6500,18.3,30150,1017.4
Thomas Coutts                 ,1830,01,09, 37.2, -14.2,NEXE      , 56, 34,          ,                    ,  ,    , 5700,13.9,30100,1016.3
Duchess of Athol              ,1830,01,13, 37.7, -15.9,NE        , 45, 23,          ,                    ,  ,    , 5575,13.2,29950,1011.4
Macqueen                      ,1830,01,30, 39.3, -14.3,NE        , 45, 21,    069005,         Strong Gale, 9,22.6, 5600,13.3,29500,996.3
Dunira                        ,1830,02,21, 34.9, -11.4,VNW       ,   ,   ,    058   ,               Light,  ,    , 6650,19.2,29750,1003.4
Reliance                      ,1830,02,21, 39.9, -15.8,          ,   ,   ,    058001,           Light Air, 1, 1.0, 5200,11.1,30100,1017.0
General Harris                ,1830,02,21, 38.9, -14.5,          ,   ,   ,          ,                    ,  ,    , 5600,13.3,29900,1009.8
General Harris                ,1830,02,21, 38.9, -14.5,          ,   ,   ,          ,                    ,  ,    , 5600,13.3,29900,1009.8
Dunira                        ,1830,02,22, 35.2,  -8.6,          ,   ,   ,    055   ,          Increasing,  ,    , 7050,21.4,29750,1003.1
Reliance                      ,1830,02,22, 39.6, -15.8,SW        ,225,201,    049002,        Fresh Breeze, 5, 9.3, 6100,16.1,29550,997.6
Thomas Coutts                 ,1830,02,23, 38.7,  -8.3,V         ,   ,   ,          ,                    ,  ,    , 6500,18.3,29860,1007.6
Reliance                      ,1830,02,23, 38.7, -13.5,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6100,16.1,30000,1012.7
Thomas Coutts                 ,1830,02,24, 39.2, -13.3,WNW       ,292,267,    016060,       More Moderate,  ,    , 6100,16.1,29700,1002.6
Castle Huntley                ,1830,05,30, 34.2, -12.0,W         ,270,257,    060002,     Moderate Breeze, 4, 6.7, 6300,17.2,29700,1002.0
Castle Huntley                ,1830,05,30, 34.2, -12.0,W         ,270,257,    060002,     Moderate Breeze, 4, 6.7, 6300,17.2,29700,1002.0
Susan 2                       ,1830,07,31, 32.3, -12.6,NW        ,315,302,    058002,        Light Breeze, 2, 2.6, 6300,17.2,30100,1015.3
Susan 2                       ,1830,08,01, 33.2, -10.0,WNW       ,292,277,    058002,        Light Breeze, 2, 2.6, 6000,15.6,30000,1012.3
Lady Melville                 ,1831,01,31, 37.0, -13.3,W500S     ,264,242,          ,                    ,  ,    , 5900,15.0,29960,1011.3
Lady Melville                 ,1831,02,01, 34.6, -13.5,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 6000,15.6,30500,1029.3
Lady Melville                 ,1831,03,24, 37.9,  -8.6,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6000,15.6,30200,1019.4
Canning                       ,1831,03,28, 34.1, -14.7,NE        , 45, 23,    089   ,          Decreasing,  ,    , 6100,16.1,29300,988.6
Canning                       ,1831,03,28, 34.1, -14.7,NE        , 45, 23,    089   ,          Decreasing,  ,    , 6100,16.1,29300,988.6
Canning                       ,1831,03,29, 32.7, -14.7,WXS       ,258,238,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,     ,    
Canning                       ,1831,03,29, 32.7, -12.8,WXS       ,258,238,          ,                    ,  ,    , 6400,17.8,     ,    
Susan 2                       ,1831,03,30, 32.8, -15.4,S         ,180,152,    060002,     Moderate Breeze, 4, 6.7, 5900,15.0,29900,1009.0
Inglis                        ,1831,04,26, 38.0, -12.7,W         ,270,248,    049002,        Fresh Breeze, 5, 9.3, 6400,17.8,30300,1022.5
Inglis                        ,1831,04,27, 35.4, -14.7,V         ,   ,   ,    060   ,            Moderate, 4, 6.7, 6500,18.3,30300,1022.1
Inglis                        ,1831,04,28, 32.8, -15.4,VNW       ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6500,18.3,30110,1015.5
Canning                       ,1831,05,11, 32.9, -12.9,V         ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5950,15.3,30200,1019.0
Minerva 7                     ,1831,05,16, 38.7, -14.9,SWXS      ,213,192,    049002,        Fresh Breeze, 5, 9.3, 6500,18.3,29980,1011.6
